Date,Close
2019-07-11,10.19
2019-07-12,10.49
2019-07-15,10.42
2019-07-16,10.51
2019-07-17,10.33
2019-07-18,10.26
2019-07-19,10.2
2019-07-22,10.02
2019-07-23,10.17
2019-07-24,10.33
2019-07-25,9.56
2019-07-26,9.57
2019-07-29,9.6
2019-07-30,9.55
2019-07-31,9.53
2019-08-01,9.31
2019-08-02,9.28
2019-08-05,9.23
2019-08-06,9.48
2019-08-07,9.53
2019-08-08,9.56
2019-08-09,9.45
2019-08-12,9.29
2019-08-13,9.26
2019-08-14,9
2019-08-15,8.86
2019-08-16,8.96
2019-08-19,9.03
2019-08-20,8.96
2019-08-21,9.04
2019-08-22,9.04
2019-08-23,8.77
2019-08-26,8.82
2019-08-27,8.76
2019-08-28,9
2019-08-29,9.12
2019-08-30,9.17
2019-09-03,9.1
2019-09-04,9.2
2019-09-05,9.34
2019-09-06,9.34
2019-09-09,9.54
2019-09-10,9.42
2019-09-11,9.42
2019-09-12,9.41
2019-09-13,9.45
2019-09-16,9.3
2019-09-17,9.28
2019-09-18,9.25
2019-09-19,9.1
2019-09-20,9.17
2019-09-23,9.16
2019-09-24,9.11
2019-09-25,9.2
2019-09-26,9.14
2019-09-27,9.08
