Date,Close
2017-06-13,82.96
2017-06-14,82.07
2017-06-15,82.26
2017-06-16,83.49
2017-06-19,82.76
2017-06-20,82.31
2017-06-21,81.44
2017-06-22,81.08
2017-06-23,81.61
2017-06-26,81.24
2017-06-27,81.11
2017-06-28,81.53
2017-06-29,80.7
2017-06-30,80.73
2017-07-03,82.1
2017-07-05,80.85
2017-07-06,80.12
2017-07-07,80.22
2017-07-10,80.16
2017-07-11,80.6
2017-07-12,80.96
2017-07-13,80.97
2017-07-14,81.28
2017-07-17,80.86
2017-07-18,80.6
2017-07-19,80.85
2017-07-20,80.86
2017-07-21,80.12
2017-07-24,79.87
2017-07-25,80.27
2017-07-26,80.37
2017-07-27,80.83
2017-07-28,79.6
2017-07-31,80.04
2017-08-01,80.17
2017-08-02,80.6
2017-08-03,80.49
2017-08-04,80.21
2017-08-07,80.16
2017-08-08,79.96
2017-08-09,80.21
2017-08-10,78.97
2017-08-11,78.21
2017-08-14,78.23
2017-08-15,78.04
2017-08-16,77.47
2017-08-17,76.26
2017-08-18,76.64
2017-08-21,76.38
2017-08-22,76.74
2017-08-23,76.61
2017-08-24,76.33
2017-08-25,76.72
2017-08-28,76.47
2017-08-29,76.45
2017-08-30,76.1
2017-08-31,76.33
2017-09-01,76.57
2017-09-05,77.18
2017-09-06,78.78
2017-09-07,79.03
2017-09-08,78.82
2017-09-11,79.25
2017-09-12,79.5
2017-09-13,79.77
2017-09-14,80.09
2017-09-15,80.07
2017-09-18,80.09
2017-09-19,80.22
2017-09-20,80.55
2017-09-21,79.89
2017-09-22,79.92
2017-09-25,80.98
2017-09-26,80.89
2017-09-27,81.43
2017-09-28,82.19
2017-09-29,81.98
2017-10-02,81.63
2017-10-03,81.76
2017-10-04,81.79
2017-10-05,82.02
2017-10-06,81.71
2017-10-09,82.03
2017-10-10,82.26
2017-10-11,82.6
2017-10-12,82.43
2017-10-13,82.41
2017-10-16,82.81
2017-10-17,82.96
2017-10-18,82.76
2017-10-19,82.74
2017-10-20,83.11
2017-10-23,83.24
2017-10-24,83.47
2017-10-25,83.17
2017-10-26,83.47
2017-10-27,83.71
2017-10-30,83.54
2017-10-31,83.35
2017-11-01,83.87
2017-11-02,83.53
2017-11-03,83.18
2017-11-06,83.75
2017-11-07,83.58
2017-11-08,83.47
2017-11-09,83.97
2017-11-10,82.94
2017-11-13,82.89
2017-11-14,82.24
2017-11-15,81.21
2017-11-16,80.56
2017-11-17,80.24
2017-11-20,80.55
2017-11-21,80.87
2017-11-22,81.1
2017-11-24,81.42
2017-11-27,81.11
